CDNAME,CDUID,Aerospace Vehicles and Defense,Agricultural Inputs and Services,Apparel,Automotive,Biopharmaceuticals,Business Services,Coal Mining,Communications Equipment and Services,Construction Products and Services,Distribution and Electronic Commerce,Downstream Chemical Products,Downstream Metal Products,Education and Knowledge Creation,Electric Power Generation and Transmission,Environmental Services,Financial Services,Fishing and Fishing Products,Food Processing and Manufacturing,Footwear,Forestry,Furniture,Hospitality and Tourism,Information Technology and Analytical Instruments,Insurance Services,Jewelry and Precious Metals,Leather and Related Products,Lighting and Electrical Equipment,Livestock Processing,Local Commercial Services,Local Community and Civic Organizations,Local Education and Training,Local Entertainment and Media,Local Financial Services,Local Food and Beverage Processing and Distribution,Local Health Services,Local Hospitality Establishments,Local Household Goods and Services,Local Industrial Products and Services,Local Logistical Services,Local Motor Vehicle Products and Services,Local Personal Services (Non-Medical),"Local Real Estate, Construction, and Development",Local Retailing of Clothing and General Merchandise,Local Utilities,"Marketing, Design, and Publishing",Medical Devices,Metal Mining,Metalworking Technology,Music and Sound Recording,Nonmetal Mining,Oil and Gas Production and Transportation,Paper and Packaging,Performing Arts,Plastics,Printing Services,Production Technology and Heavy Machinery,Recreational and Small Electric Goods,Textile Manufacturing,Tobacco,"Trailers, Motor Homes, and Appliances",Transportation and Logistics,Upstream Chemical Products,Upstream Metal Manufacturing,Video Production and Distribution,Vulcanized and Fired Materials,Water Transportation,Wood Products
Laval,2465,1.589460175,0.201416939,0.979283549,0.701508729,2.091708572,1.052077537,0.027034677,0.103811652,0.989792193,1.532893939,1.906118623,1.32399764,0.941108343,0.002462253,0.4221045,0.545329312,0,0.370250184,0.075503572,0.012097005,0.959661193,0.364311483,0.592240375,0.379528272,1.166754261,1.010345364,0.819387245,1.555643141,0.931101755,0.806254402,0.944346539,0.967319407,1.041397853,1.248559669,0.879056614,1.019346222,1.194290133,1.591781014,1.304512251,1.258441353,1.450683952,1.379416147,1.096541314,0.28961601,0.502747564,2.074440061,0.007221437,0.54752861,0.086057835,0.329198372,0.01370524,0.264627087,0.410217438,1.032293529,1.866837723,0.635291272,2.282390512,0.707623751,0.540768827,0.114702479,0.475518924,0.104441143,0.34746478,0.082680167,0.508496448,1.930536129,0.379961288
Montréal,2466,2.70491281,0.162725118,4.181993922,0.201340171,2.289176783,1.490793681,0.076375268,2.999327002,0.692690002,1.508978396,1.469694488,0.655608763,1.603129126,3.139706192,0.388379177,1.317946088,0.012662762,1.233242048,3.558092786,0.156187349,0.773858529,0.688354255,1.663452972,0.953006446,1.8093926,0.639689746,1.655147674,0.491008524,1.161149201,1.065715287,0.745161942,0.930725963,1.008326631,1.020762914,0.94493549,0.800586814,0.801368208,0.90202577,0.859012784,0.51570038,1.036392659,0.525679047,1.020210832,1.909133127,1.402778709,1.372317806,0.197429157,0.666616428,2.689846313,0.093441505,0.026842153,0.740507149,1.965071872,0.835045746,1.283653245,1.073348359,1.840274516,2.160284885,2.600371176,0.502095692,1.208439598,0.624148661,0.656129483,4.359276648,0.584384708,0.745105676,0.160490764
Roussillon,2467,0,0.081132746,0.315398252,0.184582115,2.824138114,0.3803877,0.660043222,1.352565086,1.278733279,0.740116412,4.464696785,4.442552175,0.109386275,0,2.315023975,0.168198484,0,0.766079581,0,0.281847767,0.62592336,0.127788757,0.093799511,0.523231835,0.596144147,1.238947728,2.294576832,0.608535166,1.194846767,0.523015062,1.769467894,0.560206868,1.110307181,1.226800966,1.058795484,1.168999512,1.582407112,1.438048556,1.057011183,1.380597054,1.68054262,1.38836167,0.997082521,0.580549907,1.057802771,0.139860805,0.176309134,1.225025991,0,0.749670695,0.022917559,3.82334083,0.177624963,1.161860794,0.407690965,0.991908931,1.620949563,0.005596781,0,0.164251039,1.435022441,0.080138876,1.314644986,0.277115363,0.347017986,0.411614973,0.650599907
Les Jardins-de-Napierville,2468,2.496885623,14.57031293,0,0,0,0.022171351,0,4.704797318,2.912189707,3.082159082,2.329517487,0.007889771,0.224529447,0,6.850219253,0.180838567,0,6.107260982,0,0.350875186,1.422689719,1.892212554,0,0.040711044,0,0,0,0.586706338,1.31905355,0.287946384,0.002796381,0.013089499,0.705649241,1.099413587,0.225598303,0.650480396,0.943600731,1.050407619,2.24839714,1.906900449,0.790012098,1.489974386,0.241158199,1.02641353,0,0,0,0,0,0,0,0,0.084028315,0.150906547,0.914659924,0.258263307,0.409728481,0,0,0.064140445,4.98739787,4.738871276,0.042119207,0,0,0,5.230575378
Le Haut-Saint-Laurent,2469,0,0.917102184,0.949771475,0,0,0.183702069,0,0,0.138806018,0.749019725,0.132623524,2.04297194,0.181411817,0,0,0.025738643,0,11.12991909,0,0.824007562,2.371378225,1.647383448,0,0.069532537,0,0,0,0.066804445,0.121398101,1.657544133,0.000955217,0.475039759,1.834023642,1.854638278,0.97955884,0.915815881,1.495872986,0.084676966,5.07536173,1.255261922,1.658728568,0.837643816,0.285799005,0,0.128791225,0,0,1.633559757,0,17.07755255,0,0.811229196,0.071758194,0.131680558,0,0.101143171,2.649465224,0,0,0.156498353,3.462449961,3.195848121,0,0.239673441,0,0,2.812705578
Beauharnois-Salaberry,2470,0.018882586,0.893361827,0,0.853705465,0,0.198370816,0.115821407,0,0.96287937,0.411484341,2.936145345,3.985451345,0.581311978,0,0.477491926,0.122512697,0,1.346262204,0,0.016584237,2.455252622,0.325222114,0.236601347,0.107756408,0.266591181,0,0.027003092,0.073949008,0.805096175,0.834739646,1.287702944,0.768272079,1.283839407,1.177374941,1.399794982,0.909392599,0.72951127,2.190540875,1.003728625,1.47025068,0.865147683,1.406937404,1.084944037,1.121845345,0.23680861,0.046012743,0.030937931,0.095534238,0,2.079859894,0.017080933,0,0.794325478,0.868085934,0.397731805,0.162046245,0.066397572,4.070199947,0,0.110631359,1.285497582,22.71162201,15.92623105,0.001883194,4.846661522,2.636694441,0.877190053
Vaudreuil-Soulanges,2471,0.366834725,2.21396747,0.026354415,0.23605834,0,0.679839021,0.02903328,0.631755,0.31085614,0.960165456,1.104017793,0.779597247,0.172742176,0.052885626,1.912067096,0.35174355,0,1.760574696,0,0.12471653,1.069185211,0.888033072,2.127031318,0.226704531,0,0,0.964574172,0.472693683,0.485228968,0.414449687,1.702866405,0.772914926,1.117173989,1.406251858,0.725845979,1.390589426,0.981361146,1.399574401,1.544393782,1.400308936,2.117803517,1.12566268,1.423972882,0.285897975,0.355492162,2.130035228,0.007755299,1.46406709,0,0.995235097,0,2.318542452,0.238938978,2.827669064,0.335947529,0.309528626,0.617901304,0,0,0.054281775,2.924810681,0,0.439150074,0.255294494,0.043541541,0.202649046,0.195414903
Deux-Montagnes,2472,0,0.082510378,0.113932783,3.541118451,0,0.219617491,0.015689223,10.04095713,0.704194584,0.885494531,5.170511499,0.511933998,0.055261788,0,0.219801947,0.054032279,0,0.555617377,0,0.011232544,0.489318773,0.649807463,0.484186747,0.182459182,0,0,0.054867777,3.055236261,0.860375943,0.559908637,3.36504261,1.309952215,0.790973933,0.947754274,1.144653989,1.128761693,0.878869001,0.324058935,1.10322931,1.632966445,1.460009561,1.220151086,0.616354047,0.217093868,0.378211858,0.467468112,0.004190867,1.034153894,0,1.284694722,0,0,0.634838285,2.944885469,2.377296841,0.413109521,0.47711744,0,0,0.07039967,0.833914046,0.170358974,0.144182072,0.043479069,0.153190588,0.033695084,0.746726718
Thérèse-De Blainville,2473,0.782975945,0.949053424,2.073034435,1.596187841,1.750272953,0.489701338,0.8906627,0.134121377,1.000020958,0.950806724,0.75262861,1.958259658,0.523585491,0,2.307012153,0.288907745,1.594162013,4.673985309,0,0.162541068,0.855979558,0.24694225,1.433560295,0.101549403,0,1.392356601,4.458429172,1.399362824,0.745232908,0.28882086,1.364764609,0.834494008,0.774036427,1.117999538,0.631241371,1.366454189,1.281750721,1.224114317,0.87213904,1.151625944,1.595134279,1.433254547,1.393897727,0.323232852,0.924398579,0.522859413,0.237911645,2.003963172,1.334208068,0.42370401,0,0.677009589,0.550947956,2.591811621,1.471353096,1.365581847,2.28458698,0.1683759,0,1.96240597,1.045874605,1.508237687,0.030017691,0.202148619,0.512959216,0.093766606,0.973686205
Mirabel,2474,95.15205467,0.039343641,0.031349558,0.027004856,10.79673907,0.295841699,0,0.057454273,0.505584772,0.68519759,0.199134007,0.513122094,0.134053405,0,2.076577345,0.035886065,0,0.677862356,0,0.03213626,0.866626788,0.452395142,0.208115495,0.014914713,0,6.710074351,0.287790218,0.014329538,0.429553921,0.183632013,0.021558718,0.184610199,0.382157716,0.830864097,0.321505066,1.109093877,0.428094814,0.946049541,1.507905432,1.051543656,1.105786367,1.495275366,0.964633649,0,0.294288574,2.76723815,0,0.277683541,0,1.28209588,0,0.087004238,0.061568464,0.08218165,0.016754533,0.733073117,9.615788906,0.012124746,0,0.090635924,3.223820881,0,0.209079323,0.025704949,0.00360117,0,1.638481716
La Rivière-du-Nord,2475,0.010177092,0.065658083,0.331291124,0.280246333,0.020019985,0.270778588,0,0.031960586,0.151188405,0.588890073,0.96531626,0.667617838,1.095458775,0.009096674,2.05610215,0.098277671,0,0.754160715,0,0.259212376,2.992264801,0.301738906,0.041062289,0.31527599,0.862103214,1.244223705,1.207963549,0,0.498525798,0.559654713,2.983800041,1.1338051,0.683610458,1.131833378,1.522101804,1.066611812,0.915261161,0.8322153,1.151542844,1.526135886,1.35982983,1.28429503,1.243720245,0.516426821,0.26092668,0.526750504,0,0.06531396,0,0.33962027,0,2.903916006,0.35105453,0.395029434,0.521930586,1.465869422,0.281629392,8.873782247,0,3.878693696,0.542938626,0.228800309,1.085810212,0.082152857,2.633612104,0.147471759,1.055779385
Argenteuil,2476,0,0.230133445,1.952900794,0,0,0.582359035,4.116340276,0,2.221666912,0.238254573,25.85668786,1.674802015,0.215650212,0,4.039706435,0.016146845,0,4.502221391,0,3.14858437,0.456109247,0.664841989,0.099244019,0.043620446,0,0,3.825855282,0,0.304526739,0.914146321,0.159916883,0.316250847,0.898527769,1.321503317,0.567109391,1.574768172,0.563051332,0.929782355,6.626298278,1.644118587,1.214422349,0.928574042,0.859550545,0.789679624,0.117721527,0.130383656,1.099546763,0,0,0.178556803,0.02957244,7.633730994,0,1.442572611,0.525042219,0.665668935,0.103495527,0.709214882,0,0,0.326780403,0,0,0,9.155803529,0.70485368,1.947594935
Les Pays-d'en-Haut,2477,0,0,0.075511042,0,0,0.242969533,0.041593282,0,0.239106696,0.24369697,0,0.112569985,0.182719396,0,0.240606746,0.665059275,0,0.773862891,0,0.238226376,0.853892586,8.254716934,0.29139298,0.013820362,0.478685349,0,0.096972335,0,0.54350113,0.716836727,0.010139974,1.498618646,0.826273715,1.551326705,0.62022964,1.890709705,1.862240007,0.271673114,0.379981445,0.927185601,1.751024099,1.493505865,1.055918073,0.008182332,0.454849599,0.03589235,0.011110296,0,1.059210823,0.350902449,0,0,1.454799096,0.193868552,0,0.182784621,0.278184765,0,0,0.043548094,0.334964746,0,0,13.19903878,0,0,0.05367317
Les Laurentides,2478,0.02074863,0.22310159,0.046209796,0.004733316,1.265293138,0.183378442,0.025453457,0.390959432,0.135068235,0.194751517,0,0.013777683,0.15168847,0,0.993491804,0.259847586,0.022667952,0.318071916,0,1.87698445,0.30818282,6.789872517,0,0.279098152,0,2.536671244,0.178029799,0,0.506724352,0.720048933,2.189693869,1.049612174,0.811584859,1.239077723,0.997246943,1.599695723,1.082753533,0.745128502,0.699115106,1.580470329,0.959659285,1.276283418,1.028572049,0.100145329,0.270434725,0.252799422,0.006799065,0,0,1.114863219,0.009384466,0,0.069825882,0.010623534,0.874074131,0.036073628,0.723803286,0,0,1.143308433,0.096902137,0,0,0.087457309,0,0,2.541789687
Antoine-Labelle,2479,0.035097185,0.15095431,0,0.012694303,0,0.144626383,0.430555997,0,0.161835489,0.331727158,0,0,0.032064024,1.599931392,3.126221085,0.037069907,0.383437995,0.956501505,0,18.46431209,0.290380625,1.580315969,0,0.157368775,0,0,0,0,0.540932201,1.030609648,2.805593746,0.912389992,1.293766595,1.632819855,1.394612528,0.999596323,1.250256224,0.45698148,1.564072936,2.205756234,0.819920135,0.865100357,0.446210004,1.066508347,0.054671989,0,0.115009066,0,0,3.398147179,0,0,0.9153791,0.951145651,0.482130443,0.012486066,0.123413597,0,0,0.95087759,1.29870372,0,0.029602189,0.003500305,0.600568075,0,4.258829033
Papineau,2480,0,1.855642472,0.384348946,1.560477986,0,0.284428979,0,2.709830257,0,0.155619384,0,0.057297786,0.09432921,0,3.298799547,0.143217116,0.094270091,0.940642143,0,2.728271547,0.445746009,3.29081388,0,1.406904617,0,1.054935309,0,1.35170506,0.729120259,1.031949194,0.106353901,0.499810752,1.519709796,1.861872478,0.455698916,1.345732181,2.326994117,0.561989656,1.307379247,1.06399823,0.447608059,1.351179215,0.331659913,0.020823913,0.208474451,0,0,0,0,2.447596856,0,24.62132427,0.217790703,0,0.158045478,0,0,0,0,0,1.394967717,0,0,0,0,0.113669391,15.23040098
Gatineau,2481,0.027888923,0.131946437,0.117559171,0.002017429,0,0.510430673,0,0.963419551,0.147864122,0.23214025,0,0.169457971,0.843340089,0.249281845,0.60668845,0.261741933,0.030468748,0.294502345,0,0.176359262,0.535047905,1.032048581,0.309080473,0.204624604,0,0,0,0,0.702564656,1.061350115,2.744011766,1.21087653,1.015487662,1.462776987,1.255172641,1.404210991,0.938658253,0.69125398,1.063920355,1.317326755,1.994790412,1.057776398,1.524364843,0.432019793,0.668521817,1.196082306,3.073932947,0.001572192,0,0.353659428,0.002522794,2.954990076,0.37542116,0.024017123,0.943549316,0.028468113,0.25825817,4.849897751,0,0.053148753,0.164314608,1.044993034,0,0.152239779,0.012077215,0.293909891,0.242226548
Les Collines-de-l'Outaouais,2482,0,0,0.09948382,0,0,0.26872765,0,0,0.755868323,0.097741634,0.451375965,0.038551308,0.120422108,0,1.585451966,0.070079905,0.317135759,0.395553955,0,1.121783521,0.100778274,7.163806416,0.72570832,0.165654785,0.819665495,0,0,0,0.544829082,0.688120592,0.139377936,0.182611443,0.225900449,1.564540958,0.763097967,1.412323681,2.125046167,0.351281019,1.850887325,0.658150709,1.540169587,2.539229577,0.21170513,0.588061936,0.285147829,0.141471513,0,0,0,2.906119723,0.131293275,0,1.025743228,1.567951659,0.053168372,0.032090642,0.068049011,0.038476334,0,0.010652649,0.187713469,0,0.048967044,0.244714122,0,0.764794602,0.879964413
La Vallée-de-la-Gatineau,2483,0,0.929674352,0,0,0,0.25627854,0,0,0.039085792,0.373436979,0,0.011383403,0.008049745,0,0,0.086971612,0,0,0,15.94670385,0.296553055,3.093515872,0.204688498,0.587381081,0,0,0,0,0.7776391,1.200190506,2.500254292,0.41548317,0.973848596,1.34722376,1.171321466,0.781251606,0.849168938,0.299889527,1.403462268,1.827025866,0.86199148,0.761836655,1.306566426,0.111185243,0.122540557,0,0,0,0,4.087475639,0,0,0.060618248,0.003353693,0.395902847,0.32135881,0.084451202,0,0,0.01322031,0.543570943,0,0,0,0,0,13.98504272
Pontiac,2484,0,1.78527946,0,0,0,0.041209879,0,0,0,0.119046118,0,0,0,0.742030696,0,0.275573101,0,0.608844846,0,3.062289799,1.138958125,1.572802721,0,2.707114061,0,0,0,0.130045055,0.196168394,1.826078394,0.217144459,0.957436635,1.870108487,2.787271463,2.773135629,0.701419859,0.649091384,0,3.407701476,1.551990197,1.446964643,0.995905415,1.587237846,0.640536324,0,0,0,0.168004352,0,1.385169338,0,0,0,0.007728227,0,0.019689063,0.194608783,0,0,0.030464794,0,0,0,0,0,1.093592281,0.799678383
Témiscamingue,2485,0,0.9062841,0,0.013734066,0,0.257275217,4.705420967,0,1.730937983,0.189931952,2.808409381,0,0.014985763,0.053812353,3.090603971,0.308853958,0,3.835200534,0,10.89241877,0.412988419,1.110976576,0,0.490802398,0,0,0,0.235772943,0.315856499,1.491421141,1.666840087,0.714040721,1.220588919,0.996143388,0.745060475,0.332756525,0.487470262,0.304501601,1.375020025,1.263204581,0.902684702,1.595039647,0.272934367,0,0.036363432,0,1.256900559,1.267941716,0,0.020361672,0,42.94607054,0.151953726,0.00280227,0.275672916,0.926842742,0.113567562,0,0,15.9904544,0.843506176,0,0,0.084587953,0,0,7.887046056
Rouyn-Noranda,2486,0,0,2.379484993,0.08863019,0,0.749720725,4.344821058,0,0.313109463,0.690311842,0,0.304513845,0.957231501,0,5.490387061,0.178795529,0,0.13235155,0,1.501385948,0.300801012,0.724117156,0,0.546359295,0,0.23749278,1.388985399,0.0760758,1.09336731,1.103510595,1.363137454,1.34038382,0.747901911,0.768484608,0.77560074,0.759789963,0.764471919,0.320636902,0.596715398,1.388905483,1.019564353,1.397807442,0.754308809,0.624427489,0.325444373,0,46.76614842,0.047033601,0,1.381898793,0.316609728,0.184762885,0.784483658,0.543621555,0.177900292,0.151587648,0.77842486,0,0,0.078415807,0.778128088,0,6.553709373,0.440766303,0.019118685,0,0.352684354
Abitibi-Ouest,2487,0,0.636363596,0.659032333,0.107028309,0,0.150921452,0.072602144,0,0,0.182466362,0,0.039298761,0.026364231,0.052899429,1.310371997,0.035719325,0,0.787447347,0,10.60367185,0.419619521,0.283953517,0.177050939,0.385980767,0,0,0,0,1.85830561,0.657225872,1.975388428,0.794622604,1.018081431,1.217496564,1.53827146,0.533378979,0.844559514,1.198608378,2.651059271,1.736130053,0.894779426,0.817244947,0.758250573,0.157107185,0.196605904,0,26.11183473,0.009745349,0,0.020016237,1.055920762,0,0.049791946,1.148829973,0.65039073,1.955994209,0,0,0,0,0.584689582,0,0,0.504819892,0,0,7.478107804
Abitibi,2488,0,0,1.747213361,0,0,0.182159991,8.086621937,0,2.237604817,0.559686122,0,0.493222692,0.691802991,0,0.673140509,0.076942419,0,1.603525786,0,21.8765617,0.716009017,0.680426135,0,0.175880461,0.553803401,0,0.280474477,0,0.537523368,0.846080937,1.387696101,0.546953792,0.907738807,1.562653331,1.17305401,0.753993847,0.315798774,0.624549081,1.9355302,2.332602044,0.650685566,0.927735862,0.695858808,0.056798104,0.730107034,0,2.160078706,0.31539588,0,0.066333311,0,5.596308661,0.528029653,0.001825821,0.43107573,0.858175488,0.045977016,0,0,2.089476358,1.317599743,0,0.066168738,0.055113342,4.073613551,0,9.075871824
La Vallée-de-l'Or,2489,0,0.019653241,0,0,0,0.364170472,41.51743441,0,1.059874342,0.898737624,0.028796217,0.162500271,0.376054516,0,1.25262506,0.206777012,0,0.252349671,0,5.985510662,0.330299185,0.731332639,0.010522197,0.249107556,1.307295218,0,2.913158246,0,1.390438045,1.024326363,1.223838757,0.794344311,0.671280104,0.832453214,0.774699856,0.808434603,0.677163044,1.249502761,1.684936046,1.397749332,0.614893222,0.580265003,0.618723158,0.71010326,0.179853997,0.270761719,38.74806927,0.472721663,0,3.613561308,6.344975159,0,0.202548826,0.190344464,0.033919573,0.976176705,0.108532258,0,0,0.01699005,1.353893034,0.199603336,0.078098179,0,0,0,5.405232477
La Tuque,2490,0,0,0,0,0,0.496325728,0,0,0,0.187676313,0,0.783709514,0.007287696,0,0,0.123420807,0.446817401,0.139325498,0,31.60995769,0,1.529577053,0,0,0,0,0,0,0.306435301,0.84722385,0.428368585,0.409475371,1.055331512,1.37774647,1.303748369,0.717035081,0.495686675,2.458207691,1.450780562,1.146897162,1.581650543,0.919613108,0.68522539,0.126225762,0,0,0,0.461117012,0,1.364825444,0,31.11976363,0.894638491,0,0,0,0,0,0,0,0.734645456,0,0,0,0,0,14.22220071
Le Domaine-du-Roy,2491,0.028038689,0.301488635,1.31135909,0,0,0.164491267,0.034396564,0,0.273786963,0.273412826,0,0.204803401,0.755376921,0.501241014,0.132011903,0.054998675,0.153161838,1.34454072,0,21.07975189,2.32650096,2.976864449,0,0.022858161,0,3.427934113,0.200484008,0.439226543,0.551789983,1.505965129,2.787878603,0.685783953,1.223061942,0.749893878,0.949113548,0.777835511,0.417182242,1.00010351,1.502059775,1.890408022,0.836268173,0.868801737,0.613462454,0.216340832,0.323113438,0,0.009187926,0.023085167,0,0.290187213,0,5.333677912,0.212308425,0.078204475,0.051355707,1.591447698,0.065729022,0,0,8.940805354,0.921678325,0,0.023648807,0.040793358,0.959572202,0,6.658324482
Maria-Chapdelaine,2492,0,1.440073546,5.070665758,0.010184183,0,0.067778052,0,0.140197799,0.1331973,0.724351759,0,0.359815911,0.044762009,0,0.124820526,0.053887909,0,4.060549646,0,46.38407998,0.968008007,0.648071231,0.17361997,0.018197167,0,0,0,0,0.502451906,1.239403592,0.007366135,1.138219503,1.133660477,1.199638368,1.067907294,0.708811186,0.539661771,1.22496307,2.086766132,1.509375327,0.889159788,1.467322157,0.743556869,0.034445379,0.244810376,0.652706706,0,0,0,0.74488645,0,0,1.014100403,0.481439083,0.817675874,1.824925387,0.031887183,0,0,1.184916571,1.587763986,0,0.225919108,0.004452293,0,0,8.028531915
Lac-Saint-Jean-Est,2493,0.094519752,0.711167783,0.252608785,0.102560564,0,0.188277664,0.13914294,0,1.394544149,0.45418984,0,1.448363976,0.50497262,0.861750696,1.477341747,0.1882555,0,2.517982523,0,9.530122548,1.400757267,0.839557273,0.62997924,0.647269956,0,5.777864294,0,0.784746366,0.908802349,1.10011553,1.321285095,0.88236258,0.909769921,1.378465552,1.079239864,0.888459586,0.706923218,0.647804294,1.051565825,1.345964925,0.784925591,1.302344799,1.106665372,0.729295213,0.205526039,0.460648027,0.037167522,0.743252733,0,3.350296066,0.06745619,5.394024414,0.270376227,0.315477285,0.415494061,3.885875751,0.280298392,0,0,0.038154919,0.811560775,0.106710818,7.972125184,0.028445932,1.100665608,0.124513097,3.778369031
Le Saguenay-et-son-Fjord,2494,0,0.221470998,0.713000631,0.24540268,0.059584698,0.705981859,0.203171223,0.190246084,0.786769258,0.620484343,0.273173633,1.385290387,1.402217816,0.384451848,2.167728407,0.240398428,0.006618317,0.92877689,0,3.362604646,0.498573787,0.982269534,0.266729122,0.195076696,0.427640682,4.814074675,1.81926526,0.483978148,1.016487986,1.307315,1.314044818,0.760887857,0.891999764,1.090076217,1.114177115,0.839428362,0.886146038,0.970108346,1.752288242,1.506629787,1.143125535,1.141710251,1.085415183,0.392157001,0.315931117,1.186293697,2.725107305,0.729883675,0.189252351,0.487232169,0,0.864281167,1.258892576,0.230148222,0.416089714,1.538435405,1.2200004,0.542396878,0,0.058912284,0.788920591,0.025388808,6.345967429,0.086022043,2.135413003,0.175565772,1.248867768
La Haute-Côte-Nord,2495,0,0.442730782,0,0.186154297,0,0.085902038,0,0,0,0.072356854,0,0,0.61443249,0,0,0.108721565,20.35485072,0.350662942,0,23.0537029,0.070612449,4.140995874,0,0,1.453284996,0,0,0,0.231376537,1.736651992,2.037804211,0.296792939,1.201579432,1.733798329,0.939868777,0.70302709,0.603629731,0.752945861,1.415703243,1.166915719,0.784945476,0.60783808,0.415937092,0.397115905,0.019634485,0,0,0,0,12.02276681,0,0,0.433015562,0,0,0,0,0,0,0,0.295840105,0,0,0.144627845,0,6.779988458,12.44407432
